question,expected_answer,model_output,note
夫妻共同债务如何认定？,夫妻双方共同签名或者夫妻一方事后追认等共同意思表示所负的债务，以及夫妻一方在婚姻关系存续期间以个人名义为家庭日常生活需要所负的债务，属于夫妻共同债务。,根据《民法典》第一千零六十四条的规定，夫妻共同债务的认定需结合以下情形综合判断： ### 一、夫妻共同债务的认定标准 1. **共同意思表示的债务** - 夫妻双方共同签名的债务（如共同签署借款合同）； - 夫妻一方事后通过书面或口头形式追认的债务（如事后认可配偶单独借款）。 2. **家庭日常生活需要的债务** - 婚姻关系存续期间，夫妻一方以个人名义为家庭日常生活需要（如衣食住行、子女教育、医疗等）所负债务，原则上推定为共同债务。 3. **例外情形下的共同债务** - 若夫妻一方以个人名义超出家庭日常生活需要负债（如大额投资、奢侈品消费等），原则上不属于共同债务，但债权人能证明该债务用于以下情形的除外： - 用于夫妻共同生活（如共同购置房产、车辆）； - 用于夫妻共同生产经营（如共同经营企业）； - 基于夫妻双方共同意思表示（如配偶知情但未明确反对）。 ### 二、举证责任分配 - **债权人主张共同债务的**：需对债务用途（如是否用于共同生活、生产经营）承担举证责任。 - **举债方主张债务为共同债务的**：需证明债务符合上述共同意思表示或家庭日常生活需要的情形。 ### 三、法律后果 - 夫妻共同债务由双方连带承担（《民法典》第三百零七条），债权人可向任一方主张全额清偿，但内部责任分担需根据双方约定或实际使用情况确定。 ### 四、需注意的特殊情形 - 若债务涉及夫妻一方恶意举债（如虚构债务），另一方可主张不承担责任，但需举证证明债务与夫妻共同利益无关。 - 离婚时，夫妻可对共同债务进行分割，但债权人仍可向任一方追偿。 ### 结论 夫妻共同债务的核心认定标准为“共同意思表示”或“家庭日常生活需要”，超出此范围的债务需债权人举证证明其与夫妻共同利益的关联性。建议在涉及债务时留存书面协议、转账记录等证据，以明确债务性质。若争议较大，可通过诉讼程序由法院结合具体证据综合判定。,一致性: 是 差异说明: 无差异
知识产权包括哪些类型？,包括著作权、专利权、商标权、商业秘密、集成电路布图设计、植物新品种等。,根据《中华人民共和国民法典》第一百二十三条的规定，知识产权包括以下类型： 1. **作品**：指文学、艺术和科学领域的智力成果，如文字作品、音乐、戏剧、美术作品等； 2. **发明、实用新型、外观设计**：属于专利权的客体，分别对应发明专利、实用新型专利和外观设计专利； 3. **商标**：用于区分商品或服务来源的标志，包括商品商标、服务商标等； 4. **地理标志**：标示某商品来源于某地区，且该商品的特定质量、信誉或其他特征主要由该地区的自然因素或人文因素决定； 5. **商业秘密**：不为公众所知悉、具有商业价值并经权利人采取相应保密措施的技术信息、经营信息等； 6. **集成电路布图设计**：集成电路中电路元件和导线的三维配置，具有独创性并可复制； 7. **植物新品种**：经过人工培育或发现并经过改良的植物品种； 8. **法律规定的其他客体**：兜底条款，允许未来通过法律新增其他知识产权类型。 **法律依据**：上述内容直接来源于《民法典》第一百二十三条第一款，该条款系统性地列举了知识产权的客体范围。其他法条（如第三十三条、第四十五条）虽涉及知识产权分配与保护政策，但未扩展客体类型，因此不影响本问题的答案范围。 **结论**：知识产权的类型以法条明确列举的八类为核心，第八项兜底条款为未来法律调整预留空间，但目前实践中仍以前七类为主。,一致性: 是  差异说明: 无差异
公司拖欠工资怎么办？,劳动者可以向劳动行政部门投诉，也可以依法申请调解、仲裁或提起诉讼。用人单位应按应付金额百分之五十以上百分之一百以下的标准向劳动者加付赔偿金。,根据《劳动合同法》第八十五条的规定，针对公司拖欠工资的问题，您可以采取以下法律途径维护权益： ### 一、法律依据 1. **第八十五条**明确规定：用人单位未及时足额支付劳动报酬的，劳动行政部门可责令限期支付；逾期不支付的，需按应付金额50%-100%加付赔偿金。 ### 二、具体解决步骤 1. **收集证据** - 保留劳动合同、工资条、考勤记录、工作沟通记录等证明劳动关系及工资拖欠事实的材料。 2. **协商解决** - 直接与公司协商，要求支付拖欠工资。若协商成功，可要求签订书面还款协议。 3. **向劳动行政部门投诉** - 向当地劳动监察大队投诉（拨打12333或通过政府官网），提交书面材料说明拖欠情况。劳动行政部门将责令公司限期支付，逾期未支付的，可申请加付赔偿金。 4. **申请劳动仲裁** - 若协商无果，可向劳动仲裁委员会申请仲裁（需在争议发生之日起1年内提出）。仲裁申请需提交： - 仲裁申请书（列明拖欠工资金额、时间等） - 劳动关系证明（如劳动合同、工资条） - 其他证据材料 5. **提起诉讼（如有必要）** - 对仲裁结果不服或公司未履行裁决，可向法院提起诉讼。 ### 三、特别提示 - **优先保护条款**：若公司因经济性裁员（如第四十一条情形）拖欠工资，您仍可主张工资支付请求权，不受裁员程序影响。 - **赔偿金主张**：若劳动行政部门责令支付后公司仍不履行，可主张应付金额50%-100%的赔偿金。 ### 四、风险提示 - 若公司存在非法裁员（如未履行第四十一条程序）导致工资拖欠，需结合具体情形进一步主张权利，可能涉及违法解除劳动合同赔偿金。 建议尽快行动，避免超过仲裁时效（1年），并保留所有沟通记录作为证据。,一致性: 是 差异说明: 无差异
房屋买卖合同无效的情形有哪些？,无民事行为能力人签订的合同、恶意串通损害他人利益的合同、以合法形式掩盖非法目的的合同、违反法律、行政法规强制性规定的合同均无效。,根据您提供的法条内容，相关条款主要涉及租赁合同和融资租赁合同的解除及责任承担问题，并未直接规定房屋买卖合同无效的情形。因此，需结合《民法典》合同编及房地产相关法律的一般规定进行分析。以下是房屋买卖合同无效的主要情形： ### 一、一般合同无效情形（《民法典》第143-154条） 1. **欺诈、胁迫损害国家利益** 一方以欺诈、胁迫手段订立合同，损害国家利益的，合同无效（《民法典》第148、150条）。 2. **恶意串通损害他人合法权益** 合同双方恶意串通，损害第三人或国家、集体利益的，合同无效（《民法典》第154条）。 3. **以合法形式掩盖非法目的** 合同表面合法，但实际目的违法的（如规避限购政策的“阴阳合同”），合同无效（《民法典》第146条）。 4. **违反法律、行政法规的强制性规定** - 买卖标的物为违法建筑（如未取得规划许可的房屋）； - 出卖人无处分权（如无所有权或处分权被限制）； - 违反土地用途管制（如将农村宅基地上的房屋出售给非本集体经济组织成员）。 5. **损害社会公共利益** 如房屋买卖行为危害公共安全或违反公序良俗。 --- ### 二、房屋买卖合同的特殊无效情形 1. **出卖人无处分权** 出卖人对房屋无所有权或处分权（如共有权人未经同意出售共有房屋），且事后未取得权利人追认的，合同无效（《民法典》第311条）。 2. **违反限购政策** 若买卖双方虚构交易、规避限购政策，可能因违反行政管理秩序被认定无效（司法实践倾向）。 3. **预售房屋未取得预售许可** 开发商未取得商品房预售许可证与买受人签订预售合同的，合同无效（《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第2条）。 --- ### 三、结论 根据您提供的法条，无法直接回答房屋买卖合同无效的情形。但依据《民法典》及房地产相关法律，房屋买卖合同无效的主要情形包括欺诈、胁迫、恶意串通、违反法律强制性规定（如无权处分、违法建筑、规避限购政策等）。具体案件需结合事实与证据进一步分析。,一致性: 否 差异说明: 模型输出的内容比标准答案详细，涵盖了更多具体情形和法条依据。标准答案仅列举了几种无效合同的基本类型，而模型输出则提供了详细的法律条款分析，并且包括了房屋买卖合同的特殊无效情形。因此，虽然模型输出包含了标准答案中的所有要点，但还增加了额外的信息。
如何申请劳动仲裁？,劳动者应在争议发生起一年内向有管辖权的劳动人事争议仲裁委员会提出书面申请，仲裁裁决一般应在四十五日内作出。,根据《劳动争议调解仲裁法》及相关法条规定，申请劳动仲裁的程序如下： ### 一、申请条件 1. **争议范围**：需属于劳动争议范畴（如工资、解除劳动合同、社会保险等）。 2. **时效要求**： - 一般自争议发生之日起**1年内**提出； - 劳动关系终止的，自终止之日起**1年内**提出（第二十八条）。 ### 二、申请材料 需向劳动争议仲裁委员会提交以下材料： 1. **书面仲裁申请书**（书写困难可口头申请，由仲裁委记录）： - 劳动者信息：姓名、性别、年龄、职业、工作单位、住所； - 用人单位信息：名称、住所、法定代表人或负责人姓名、职务； - 仲裁请求及事实理由； - 证据清单及来源、证人信息（第二十八条）。 2. **副本**：按被申请人人数提交副本。 ### 三、申请程序 1. **提交申请**：向用人单位所在地或劳动合同履行地的劳动争议仲裁委员会提交材料。 2. **受理审查**： - 仲裁委员会自收到申请之日起**5日内**审查； - 符合受理条件的，通知申请人并组成仲裁庭； - 不符合受理条件的，书面通知不予受理（第七十九条）。 ### 四、仲裁流程 1. **开庭审理**：仲裁庭调查事实、质证辩论； 2. **裁决**：自受理之日起**45日内**（复杂案件可延长15日）作出裁决书； 3. **救济途径**：对裁决不服的，可在收到裁决书之日起**15日内**向法院提起诉讼（第七十九条）。 ### 注意事项 1. **时效风险**：逾期申请可能丧失胜诉权； 2. **证据准备**：需提供充分证据支持主张（如劳动合同、工资条、沟通记录等）； 3. **管辖选择**：可选择用人单位所在地或劳动合同履行地的仲裁委员会。 若需进一步明确管辖地、费用标准等细节，建议咨询当地劳动仲裁委员会或专业律师。,一致性: 是 差异说明: 无差异
侵犯名誉权如何处理？,受害人可以要求停止侵害、恢复名誉、消除影响、赔礼道歉，并可以要求赔偿损失。,根据您提供的法条内容，关于侵犯名誉权的处理方式可总结如下： ### 一、针对特定职业群体的保护机制 1. **检察官与监察官** - 若检察官或监察官因依法履职遭受不实举报、诬告陷害、侮辱诽谤导致名誉受损，其所在检察院或监察机关应会同有关部门及时澄清事实、消除不良影响，并依法追究相关责任单位或个人的责任（《检察官法》第五十七条、《监察官法》第五十八条）。 ### 二、普通名誉权侵害的处理路径 1. **民事救济** - 受害人可依据《民法典》第九百九十五条等规定，向人民法院提起民事诉讼，要求侵权人停止侵害、赔礼道歉、消除影响、赔偿损失等。 - 若侵权行为涉及商标代理机构违反诚实信用原则（如恶意注册或诉讼），受害人可要求其承担民事责任，并由商标代理行业组织按章程予以惩戒（《商标法》第六十九条）。 2. **行政与刑事追责** - 对恶意申请商标注册或提起商标诉讼的行为，工商行政管理部门可给予警告、罚款等行政处罚；若构成犯罪（如侮辱罪、诽谤罪），由司法机关依法追究刑事责任（《商标法》第六十九条）。 ### 三、法条局限性说明 需注意，您提供的法条主要针对特定职业群体（检察官、监察官）及商标领域行为，未涵盖普通公民名誉权侵害的全面处理规则。对于普通名誉权纠纷，需结合《民法典》《治安管理处罚法》等其他法律综合判断。 ### 建议 1. 若受害者为检察官或监察官，应立即向所在检察院或监察机关反映，启动澄清程序。 2. 其他名誉权侵害情形，建议固定证据后通过民事诉讼主张权利，必要时可报警处理。 3. 涉及商标领域名誉权侵害的，可向工商行政管理部门投诉或向法院提起诉讼。 以上建议基于您提供的法条内容，实际操作中需结合具体案情及完整法律体系综合分析。,一致性: 否 差异说明: 模型输出提供了超出标准答案范围的内容，包括特定职业群体的保护机制和商标领域的特殊处理方式。而标准答案仅限于一般情况下名誉权受损后的民事救济措施。模型的回答虽然详细且全面，但并未直接回答问题中所指的一般性侵犯名誉权如何处理的问题。
什么是无固定期限劳动合同？,是指用人单位与劳动者约定无确定终止时间的劳动合同。符合条件时，劳动者可提出订立或续订无固定期限劳动合同。,根据《劳动合同法》第十四条的规定，**无固定期限劳动合同**是指用人单位与劳动者约定无确定终止时间的劳动合同。其核心特征是**缺乏明确的合同终止日期**，双方的权利义务关系在法律规定的条件下持续有效，直至出现法定解除或终止情形。 ### 法律依据及核心内容： 1. **定义**： 无固定期限劳动合同不设定具体的终止时间，双方通过协商一致即可订立（第十四条第一款）。 2. **强制订立情形**： 在以下情形下，若劳动者提出或同意续订、订立劳动合同，除劳动者主动要求订立固定期限劳动合同外，用人单位**必须**与劳动者订立无固定期限劳动合同（第十四条第二款）： - **连续工作满十年**：劳动者在该用人单位连续工作满十年； - **国企改制特殊情形**：用人单位初次实行劳动合同制度或国有企业改制重新订立劳动合同时，劳动者连续工作满十年且距法定退休年龄不足十年； - **连续订立两次固定期限合同**：劳动者与用人单位已连续订立两次固定期限劳动合同，且劳动者没有《劳动合同法》第三十九条规定的过失性解除情形。 ### 实务要点： - **稳定性**：无固定期限劳动合同的稳定性较高，但并非“终身合同”，仍可通过协商一致、法定解除事由或法定终止事由解除或终止。 - **协商优先**：用人单位与劳动者可协商一致选择订立固定期限或无固定期限劳动合同，但上述三种强制情形下，用人单位无选择权。 综上，无固定期限劳动合同的核心是**无明确终止时间**，其订立既可基于双方合意，也可因法定强制情形而成立。,一致性: 是  差异说明: 无差异
网购商品运输中损坏谁负责？,按照《电子商务法》第二十条规定，商品在运输过程中毁损、灭失的风险，在交付之前由出卖人承担，交付之后由买受人承担。,根据您提供的法条内容，关于网购商品运输中损坏的责任归属问题，可结合以下法律分析： ### 一、普通运输情形（非多式联运） 根据《民法典》第六百零六条： > **出卖人将商品交由承运人运输的，除非另有约定，毁损、灭失的风险自合同成立时起由买受人承担。** > > **法律后果**： > 1. **风险转移规则**：若无特别约定，商品损坏风险自网购合同成立时转移至买家，但**责任归属需区分情形**： > - **承运人责任**：若损坏系因承运人过错（如运输不当），买家可依据运输合同或《民法典》第八百三十二条（承运人过错责任）向承运人索赔。 > - **不可抗力或意外**：若损坏因不可抗力或意外事件导致，买家需自行承担风险。 > 2. **例外情形**：若买卖双方约定风险仍由出卖人承担（如保价条款），则按约定处理。 ### 二、多式联运情形 1. **区段责任明确**（《民法典》第一百零五条）： 若损坏发生于某一特定运输区段（如公路段或海运段），则适用该区段运输方式对应的法律规定（如《铁路法》《海商法》），由该区段承运人承担赔偿责任。 2. **区段无法确定**（《民法典》第一百零六条）： 多式联运经营人需按《民法典》第八百三十二条规定的承运人赔偿责任限额承担责任。 ### 三、消费者权益保护补充 根据《消费者权益保护法》第二十四条： > 若商品因运输损坏导致无法使用，消费者可主张退货、更换或修理，但需证明商品确因运输损坏且未超过合理期限。 ### 四、实务建议 1. **买家**： - 保留物流单号、签收记录及损坏证据，向承运人或卖家主张赔偿。 - 若卖家已投保物流险，可直接向保险公司索赔。 2. **卖家**： - 若未特别约定风险转移，可要求买家协助向承运人索赔，或通过物流保价条款降低自身风险。 ### 五、法条局限性 需结合具体运输合同条款（如快递单背面条款）及《邮政法》《快递暂行条例》进一步明确责任，因法条未完全覆盖保价、限额赔偿等细节问题。,一致性: 否 差异说明: 标准答案直接引用了《电子商务法》第二十条，明确指出商品在交付之前的风险由出卖人承担。而模型输出则主要依据《民法典》，并且详细分析了多种运输情形和例外情况，包括普通运输、多式联运以及消费者权益保护等，并未直接提及《电子商务法》的相关规定。
遗嘱的有效条件是什么？,立遗嘱人须具有完全民事行为能力，遗嘱内容必须真实自愿，形式上要符合法律规定，如自书遗嘱须亲笔书写、签名、注明年月日。,根据《中华人民共和国民法典》相关规定，遗嘱的有效条件如下： ### 一、实质要件 1. **遗嘱人具有完全民事行为能力** 根据《民法典》第1143条，无民事行为能力人或限制民事行为能力人所立的遗嘱无效。遗嘱人需在立遗嘱时具备完全民事行为能力。 2. **遗嘱内容真实反映遗嘱人意思** 遗嘱必须体现遗嘱人的真实意愿，若遗嘱系受欺诈、胁迫所立，或内容被伪造、篡改，则相应部分无效（第1143条）。 3. **遗嘱内容合法** 遗嘱内容不得违反法律、行政法规的强制性规定，不得侵害国家、集体或他人合法权益。 ### 二、形式要件 1. **符合法定形式** - 公证遗嘱需由遗嘱人亲自到公证机构办理（第1139条）。 - 自书遗嘱需由遗嘱人亲笔书写、签名并注明日期。 - 代书遗嘱需有两个以上见证人在场见证，由遗嘱人确认并签名。 - 录音录像遗嘱需有两个以上见证人在场见证，并记录遗嘱人和见证人的姓名、日期。 - 口头遗嘱仅在危急情况下有效，且需有两个以上见证人在场，危急情况解除后应转为书面形式。 2. **法律适用条件** 根据《民法典》第32条，遗嘱成立需符合以下法律之一： - 遗嘱人立遗嘱时或死亡时的经常居所地法律； - 遗嘱人国籍国法律； - 遗嘱行为地法律。 ### 三、无效情形 - 遗嘱人无民事行为能力或限制民事行为能力； - 遗嘱内容非真实意思表示（受欺诈、胁迫）； - 遗嘱被伪造或篡改； - 遗嘱内容违法或损害他人合法权益。 ### 总结 遗嘱有效需同时满足实质要件（行为能力、真实意思、合法性）和形式要件（法定形式、法律适用），若不符合上述任一条件，遗嘱部分或全部无效。建议遗嘱设立时咨询专业律师，确保形式与内容合法合规。,一致性: 是 差异说明: 无差异
公司法人变更后原债务谁承担？,公司是独立法人，法人变更不影响其对外债务的承担，仍由公司以其全部财产承担责任。,根据您提供的法条内容，关于“公司法人变更后原债务谁承担”的问题，结合相关法条分析如下： 1. **公司法人变更与债务承担的一般规则** 根据《公司法》第三条，公司作为独立法人，其债务由公司财产承担，法定代表人的变更不影响公司债务的主体地位。因此，**公司法人变更后，原债务原则上仍由变更后的公司承担**，除非存在以下例外情形： 2. **法条适用分析** - **第二百二十三条（公司分立）**：若公司法人变更涉及公司分立（如拆分业务或资产），则分立前的债务由分立后的公司承担连带责任（书面协议另有约定除外）。 - **第五十一条（保证人/连带债务人）**：若原法人作为保证人或连带债务人已代偿债务，其可向债务人（即公司）追偿；若未代偿，则可申报将来求偿权。但此条款针对的是保证人或连带债务人，而非法定代表人变更的一般情形。 3. **法条局限性** 您提供的法条未直接涵盖公司法定代表人变更后的债务承担问题。若法人变更不涉及公司分立、合并或债务转移，**需依据《公司法》第三条等一般规定，确认债务仍由变更后的公司承担**。 **结论**： - 若公司法人变更未涉及分立、合并或债务转移，原债务由变更后的公司继续承担。 - 若涉及分立，适用第二百二十三条；若涉及保证人/连带债务人代偿，适用第五十一条。 - 若问题涉及其他特殊情形（如原法人个人承担连带责任），需结合具体合同或法律规定进一步分析。 建议结合具体交易文件（如债务协议）及公司变更登记文件，确认是否存在特殊约定或责任转移条款。,一致性: 是 差异说明: 无差异
员工工伤如何认定？,职工在工作时间和工作场所内，因工作原因受到事故伤害的，应当认定为工伤。认定需经统筹地区社会保险行政部门认定。,根据《工伤保险条例》及相关法条规定，员工工伤的认定需满足以下条件和程序： ### 一、工伤认定的法定条件（依据第三十六条） 1. **因果关系**：员工需因**工作原因**受到事故伤害或患职业病。 2. **程序要件**：需经**工伤认定**程序（具体流程由相关部门依职权开展）。 ### 二、职业病认定的特殊规则（依据第四十八条） 1. **用人单位不提供资料时**： - 诊断机构可结合劳动者**临床表现、辅助检查结果、职业史、职业病危害接触史**及劳动者自述、卫生行政部门监督检查信息等作出结论。 2. **资料异议或用人单位解散**： - 诊断机构应提请卫生行政部门调查，卫生行政部门需在**30日内**对争议资料或工作场所危害因素作出判定。 ### 三、用人单位责任与追偿（依据第一千一百九十一条） 1. **用人单位责任**：员工因执行工作任务造成他人损害的，由用人单位承担侵权责任。 2. **追偿权**：用人单位承担赔偿后，可向**故意或重大过失**的员工追偿。 ### 四、法条未明确事项 1. **认定程序细节**：法条未明确工伤认定的具体时限、申请主体（用人单位/员工）、所需材料等，需参照《工伤保险条例》全文及地方实施细则。 2. **争议解决**：对工伤认定结论不服的，可申请行政复议或行政诉讼，但法条未直接规定争议解决程序。 ### 建议 1. 员工应保留事故现场证据、就医记录及职业病接触史证明。 2. 用人单位应依法申请工伤认定，若拒绝配合，员工可向劳动行政部门投诉或申请工伤认定。 3. 职业病认定争议时，及时提请卫生行政部门调查以固定证据。 （注：具体操作需结合地方性法规及司法实践，建议咨询专业律师或劳动行政部门。）,一致性: 否  差异说明: 模型输出的内容虽然详细，但并未直接回答标准答案中明确的工伤认定条件。标准答案指出的是在工作时间和地点内因工作原因受到伤害应当被认定为工伤，而模型输出则扩展到了职业病和用人单位责任等其他方面，并未简明扼要地回应问题的核心内容。
企业破产清算流程是什么？,包括成立清算组、通知债权人申报债权、清理资产、制定清算方案、分配剩余财产、办理注销登记等步骤。,根据您提供的法条内容，企业破产清算流程可概括如下： **一、破产清算启动** 1. **法院宣告破产**：根据《企业破产法》第二百四十二条，公司需经法院依法宣告破产后，方可启动破产清算程序。 **二、清算实施** 2. **财产变价与分配**： - 依法对破产财产进行变价（如拍卖、出售）。 - 分配顺序： - **破产费用和共益债务**（法定优先）； - **特定优先债权**（如农民专业合作社对农民成员的未结款项，依据第五十五条）； - 其他普通债权按法定顺序清偿。 **三、法人终止** 3. **注销登记**：完成破产清算并注销法人登记后，法人终止（第七十三条）。 **补充说明**： - **法条局限性**：上述流程基于您提供的法条，但实际破产清算程序更为复杂，可能包括债权申报、债权人会议、管理人职责等环节，需参考《企业破产法》全文及配套法规。 - **特殊主体**：农民专业合作社的破产清算需特别注意第五十五条的优先清偿规则，其他企业类型可能适用不同规则。 建议结合《企业破产法》完整条款及司法解释进一步分析具体操作细节。,一致性: 否 差异说明: 标准答案较为简洁，仅概述了企业破产清算的基本步骤。而模型输出则详细描述了每个步骤的具体内容和顺序，并且包括了一些特定情况下的优先清偿规则以及对《企业破产法》的引用，比标准答案更加详尽复杂。
个人信息泄露如何维权？,可向有关主管部门举报，也可依法提起诉讼，要求侵权人停止侵害、消除影响、赔偿损失。,根据您提供的法条内容，结合《个人信息保护法》及《民法典》相关规定，针对个人信息泄露的维权路径如下： ### 一、明确责任主体 1. **信息处理者责任**（依据《个保法》第1038条） 若泄露发生于信息处理者（如企业、平台）收集、存储或处理个人信息过程中，可要求其承担以下责任： - **立即采取补救措施**（如删除泄露信息、阻断传播）； - **通知受影响个人**（泄露事实及影响）； - **向主管部门报告**（如网信办、市场监管部门）。 2. **信息披露义务人责任**（依据《证券法》第83条） 若泄露涉及上市公司未披露的法定信息（如财务数据、重大合同），可要求信息披露义务人： - 禁止提前向非法定对象泄露信息； - 获知未披露信息者需保密至正式披露。 --- ### 二、具体维权措施 1. **要求停止侵害并赔偿损失** - 要求泄露方立即停止侵权行为（如删除泄露信息、断开传播链接）； - 若因泄露导致财产损失（如金融诈骗）、精神损害，可主张民事赔偿（《民法典》第1034条）。 2. **向主管部门投诉举报** - 向网信部门（如国家互联网信息办公室）投诉信息处理者未履行安全保护义务； - 向证券监管部门（如证监会）举报上市公司违规泄露信息行为。 3. **刑事报案（若涉及犯罪）** - 若泄露行为符合《刑法》第253条之一（侵犯公民个人信息罪）或第161条（违规披露信息罪），可向公安机关报案。 --- ### 三、法律依据补充 - **《个人信息保护法》第69条**：个人信息处理者因过错侵害个人信息权益造成损害的，应承担赔偿责任。 - **《网络安全法》第42条**：非法获取、出售个人信息的，由公安机关没收违法所得并处罚款。 --- ### 四、注意事项 1. **证据留存**：保存泄露信息的截图、与责任方沟通记录、损失证明（如银行流水、医疗证明等）。 2. **协商优先**：可先通过私了方式要求删除信息、赔偿损失，避免诉讼成本。 3. **例外情形**：若信息为经加工无法识别特定个人的匿名化数据（《个保法》第1038条第1款），则不属于泄露范畴。 若需进一步明确责任主体或具体赔偿标准，建议咨询专业律师或向当地消费者协会寻求帮助。,一致性: 否 差异说明: 模型输出提供了更详细的维权路径和法律依据，而标准答案较为简洁，仅指出举报和提起诉讼两种方式。模型输出还包含了证据留存、协商优先等注意事项，并且明确了例外情形。
什么是定金罚则？,给付方违约的，无权要求返还定金；收受方违约的，应双倍返还定金。定金不得超过主合同标的额的20%。,根据您提供的法条内容，相关条款主要涉及刑法中的具体罪名（如扰乱法庭秩序罪、行贿罪、介绍贿赂罪）及缓刑撤销规则，均未直接涉及**定金罚则**的定义。因此，基于现有法条无法直接回答您的问题。 **定金罚则**是民法中的概念，通常指《中华人民共和国民法典》第五百八十七条规定的规则： 1. **交付定金方违约**：若交付定金的一方不履行债务或履行债务不符合约定，导致合同目的无法实现，则无权请求返还定金； 2. **收受定金方违约**：若收受定金的一方不履行债务或履行债务不符合约定，导致合同目的无法实现，则应双倍返还定金。 若需准确理解定金罚则，建议查阅《民法典》第五百八十七条及司法解释。您提供的法条内容与刑法相关，与民事合同中的定金规则无直接关联。,一致性: 是  差异说明: 无差异
交通事故赔偿项目有哪些？,包括医疗费、误工费、护理费、交通费、住宿费、住院伙食补助费、营养费、残疾赔偿金、精神损害抚慰金等。,根据您提供的法条内容，交通事故赔偿项目可结合以下法律原则进行分析： ### 一、核心赔偿项目（依据法条推导） 1. **人身损害赔偿** - **医疗费**：包括抢救费用（法条第1216条明确提及）、治疗费、康复费等。 - **误工费**：因受伤无法工作导致的收入损失。 - **护理费**：因伤残需他人护理产生的费用。 - **交通费**：受害人及其必要陪护人员因就医或转院产生的合理交通费用。 - **住院伙食补助费**：住院期间的伙食费用。 - **营养费**：根据医嘱需加强营养的费用。 2. **死亡赔偿** - **死亡赔偿金**：对受害人近亲属的经济补偿。 - **丧葬费**：处理后事的合理费用（法条第1216条明确提及）。 3. **精神损害赔偿** - 受害人或其近亲属因事故造成严重精神损害的，可主张精神损害抚慰金。 ### 二、特殊情形下的赔偿调整 - **非营运机动车无偿搭乘**（法条第1217条）：若事故责任在机动车一方，赔偿责任可减轻，但机动车使用人存在故意或重大过失的除外。 - **救助基金垫付**（法条第1216条）：当机动车未投保、身份不明或抢救费用超交强险限额时，道路交通事故社会救助基金可垫付抢救、丧葬费用，后续由责任人追偿。 ### 三、法律依据补充说明 法条虽未穷尽所有赔偿项目，但依据《民法典》第1208条“依照道路交通安全法律和本法有关规定承担赔偿责任”，可进一步参考《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》（如医疗费、误工费计算标准）及地方性赔偿标准（如城镇/农村居民人均可支配收入）。 ### 四、结论 交通事故赔偿项目通常包括医疗费、误工费、护理费、交通费、住院伙食补助费、营养费、残疾/死亡赔偿金、丧葬费及精神损害抚慰金等。具体赔偿范围和标准需结合事故责任认定、伤残等级鉴定及当地司法实践综合确定。若需更详细的赔偿计算，建议咨询专业律师或依据《道路交通事故处理程序规定》进一步处理。,一致性: 是 差异说明: 无差异
