question,expected_answer,model_output,note
股东出资不到位如何处理？,其他股东或发起人应对公司债务承担连带责任，公司可起诉要求出资人补足出资。,"根据您提供的法条内容，股东出资不到位的处理方式可总结如下： ### 一、股东的直接责任（《法条第四十九条》） 1. **补缴出资义务** 股东需在限期内足额缴纳公司章程规定的出资额： - 货币出资：需足额存入公司银行账户； - 非货币财产出资：需完成财产权转移手续。 2. **赔偿责任** 若未按期足额出资，股东需对公司因此遭受的损失承担赔偿责任（如资金短缺导致的经营损失）。 --- ### 二、其他股东的连带责任（《法条第五十条、第九十九条》） 1. **有限责任公司设立时的连带责任** - 若股东在公司设立时未实际缴纳出资，或非货币财产实际价额显著低于认缴额，**设立时的其他股东**需在出资不足的范围内承担连带责任。 2. **股份有限公司发起人的连带责任** - 若发起人未缴纳股款或非货币财产实际价额显著低于认购股份，**其他发起人**需在出资不足的范围内承担连带责任。 --- ### 三、具体处理步骤建议 1. **催缴程序** - 公司可通过书面通知、股东会决议等方式要求未出资股东限期补缴。 2. **诉讼救济** - 若股东拒不履行，公司可依据《法条第四十九条》向法院起诉，要求股东补缴出资并赔偿损失。 3. **追究连带责任** - 若涉及公司设立时的出资问题，可依据《法条第五十条》或《第九十九条》要求设立时的其他股东或发起人承担连带责任。 4. **非货币财产出资的处理** - 对非货币财产出资不足的，需委托专业机构评估实际价值，要求股东补足差额或以货币形式补缴。 --- ### 四、法条限制说明 1. **不涉及股权转让后的责任** 现有法条未明确股东转让股权后出资责任的承担问题，需结合其他法律（如《公司法司法解释三》）进一步分析。 2. **""显著低于""的认定标准** 需通过专业评估确定非货币财产实际价额是否显著低于认缴额，司法实践中可能需举证证明实际损失。 综上，建议公司结合具体情况采取催缴、诉讼或追究连带责任等措施，并注意保留出资瑕疵的证据（如评估报告、催缴记录等）。若涉及复杂情形（如股权转让、公司解散等），建议进一步咨询专业律师。",一致性: 否 差异说明: 模型输出提供了详细的处理方式和步骤，包括催缴程序、诉讼救济以及追究连带责任等具体措施，并且还涉及到了非货币财产出资的处理。而标准答案则较为简略，仅提到其他股东或发起人应对公司债务承担连带责任，公司可起诉要求出资人补足出资。模型输出的信息更加全面和详细。
网络诈骗如何报案？,可拨打110或前往就近公安机关报案，并提供相关聊天记录、转账凭证、对方账号等证据材料。,根据中国法律，网络诈骗的报案流程如下： ### 一、报案主体 1. **被害人**：遭受网络诈骗的个人或单位。 2. **利害关系人**：若被害人无法自行报案（如未成年人、精神障碍者），可由法定代理人或监护人代为报案。 ### 二、报案机关 1. **公安机关**：网络诈骗属于刑事案件，应向当地公安机关（派出所或刑警队）报案。涉及跨区域作案的，可向**网安部门**或**反诈中心**报案。 2. **紧急情况**：若诈骗正在发生且金额巨大，可拨打**110**紧急报警。 ### 三、报案材料 需准备以下证据（根据《刑事诉讼法》第50条）： 1. **身份证明**：被害人身份证复印件。 2. **交易记录**：银行流水、支付宝/微信转账记录、合同等。 3. **通讯记录**：诈骗短信、电话录音、聊天记录（如QQ、微信、邮件）。 4. **涉案信息**：诈骗网站链接、APP截图、对方账号信息（如支付宝账号、银行账户）。 5. **损失证明**：转账凭证、汇款单据、损失金额说明。 ### 四、报案流程 1. **现场报案**：携带上述材料至公安机关，填写《受案登记表》。 2. **网络报案**：通过**国家反诈中心APP**、各地公安官网或“12110”短信报警平台提交材料。 3. **立案审查**：公安机关将在7日内决定是否立案（《刑事诉讼法》第112条）。 4. **配合调查**：提供证人证言、接受询问，必要时协助冻结涉案账户。 ### 五、法律后果（结合法条） 1. **刑事责任**：根据《刑法》第266条（诈骗罪），涉案金额较大（一般5000元以上）可处3年以上有期徒刑；数额特别巨大（50万元以上）可处10年以上有期徒刑或无期徒刑。 2. **关联犯罪**：若涉案人员涉及《刑法》第287条之二（帮助信息网络犯罪活动罪），可能追究技术支持、支付结算等共犯责任。 3. **民事追偿**：若公安机关未全额追赃，可向法院提起民事诉讼要求赔偿。 ### 六、特别提示 1. **及时报案**：避免证据灭失（《刑法》第286条之一规定，网络服务提供者拒不履行安全管理义务导致证据灭失的，可能构成犯罪）。 2. **防范二次诈骗**：警惕“公检法”以办案名义要求转账的二次诈骗。 3. **跨区域协作**：涉及多地作案的，由最初受理的公安机关立案，必要时由上级公安机关指定管辖。 **法律依据**：《刑事诉讼法》第110-112条、《刑法》第266条、第287条之二。若需进一步法律咨询，建议联系专业刑事律师。,一致性: 是 差异说明: 无差异
离婚冷静期是什么？,根据《民法典》规定，协议离婚需经过30天的冷静期，冷静期届满后30日内双方应再次申请办理离婚登记，逾期视为撤回。,根据《中华人民共和国民法典》第一千零七十七条的规定，**离婚冷静期**是指夫妻双方在婚姻登记机关提交离婚登记申请后，需经历的法定冷静观察期。具体规则如下： 1. **冷静期时长**： - 自婚姻登记机关收到离婚登记申请之日起**30日内**，任何一方均可单方向登记机关撤回离婚申请。 - 若双方未在上述30日内撤回申请，则需在届满后**30日内**（即自申请日起最长60日内）亲自到婚姻登记机关申请离婚证。 - 若双方未在第二个30日内申请离婚证，则视为自动撤回离婚登记申请。 2. **法律目的**： 离婚冷静期的设立旨在防止冲动离婚，给予夫妻双方冷静思考和修复关系的机会。若在此期间双方和解，可主动撤回申请；若坚持离婚，则需在规定期限内完成手续。 3. **适用范围**： 该冷静期仅适用于**协议离婚**（即双方自愿离婚并达成一致的情形），不适用于通过诉讼途径离婚的情形。 **总结**：离婚冷静期是法律为维护婚姻稳定性设置的缓冲机制，通过时间限制促使当事人审慎对待离婚决定。若双方确已无和解可能，需严格遵守时限要求，否则需重新启动离婚程序。,一致性: 是  差异说明: 无差异
公司能否单方面调岗降薪？,未经劳动者同意，公司无权单方面调岗降薪，否则属于违法行为，劳动者可申请劳动仲裁维权。,根据《劳动合同法》相关规定，用人单位单方面调岗降薪需符合以下条件，否则可能构成违法： ### 一、一般原则：需协商一致 根据《劳动合同法》第十七条，调岗降薪属于劳动合同内容的变更。根据第三十五条，变更劳动合同需双方协商一致。用人单位单方面调整岗位或降低薪资，原则上需与劳动者协商并签订书面协议。 ### 二、例外情形（无需协商） 1. **法定情形允许调整** - **第四十条第三项**：若劳动合同订立时的客观情况发生重大变化（如企业转产、技术革新等），导致原合同无法履行，用人单位可与劳动者协商变更岗位或薪资。若协商不成，用人单位可解除劳动合同并支付经济补偿，但**不得单方面强制调岗降薪**。 - **第四十一条经济性裁员**：在企业重整、经营困难等法定情形下，用人单位可依法裁减人员，但调岗降薪不属于裁员范畴，仍需协商。 2. **劳动合同约定** 若劳动合同中明确约定用人单位有权根据经营需要单方调整岗位或薪资，则用人单位可依约定操作，但需确保约定内容合法、明确且不显失公平。 ### 三、违法后果 若用人单位未经协商单方面调岗降薪，劳动者可主张： 1. 恢复原岗位及薪资； 2. 要求支付差额工资； 3. 若用人单位违法解除劳动合同，可主张双倍经济补偿金（第八十七条）。 ### 结论 **用人单位原则上不能单方面调岗降薪**，除非： 1. 劳动合同明确约定单方调整权； 2. 存在第四十条第三项情形且已协商未果（此时可解除合同，但需支付补偿）。 建议用人单位在调整岗位或薪资前，与劳动者充分协商并签订书面协议，避免劳动争议。,一致性: 是  差异说明: 无差异
婚前财产婚后如何认定？,婚前财产属于个人财产，不会因为婚姻关系的延续转化为夫妻共同财产，除非双方另有约定。,"根据《民法典》相关规定，婚前财产婚后认定规则如下： **一、婚前财产的基本认定** 根据《民法典》第1063条，婚前财产属于夫妻个人财产，不因婚姻关系存续转化为共同财产。具体包括： 1. 婚姻登记前个人已取得的财产（如房产、存款、股权等）； 2. 婚前财产在婚后产生的自然增值（如房产因市场波动升值）。 **二、婚后财产的认定原则** 根据《民法典》第1062条，婚姻关系存续期间所得的下列财产为夫妻共同财产： 1. 工资、奖金、劳务报酬； 2. 生产、经营、投资收益； 3. 知识产权收益； 4. 继承或受赠的财产（但遗嘱或赠与合同明确归一方的除外）。 **三、特殊情形下的财产认定** 1. **婚前财产的婚后收益**：若婚前财产在婚后通过主动管理产生收益（如将婚前存款用于投资股票获得收益），该收益可能被认定为共同财产（需结合个案证据判断）。 2. **约定财产制**：根据第1065条，夫妻可书面约定婚前及婚后财产归属。若约定为""各自所有""，则按约定处理，但需注意该约定对第三人的效力（相对人是否知晓）。 **法律建议**： 1. 建议通过书面婚前协议明确财产归属，避免争议； 2. 若涉及财产分割纠纷，需结合财产来源、管理行为、书面约定等因素综合判断； 3. 对于婚前财产婚后收益的性质认定，可能需进一步结合司法解释或个案证据。 （注：关于婚前财产婚后收益的具体认定规则，需结合《最高人民法院关于适用〈民法典〉婚姻家庭编的解释（一）》第26条等司法解释进一步分析。）",一致性: 是  差异说明: 无差异
什么是先予执行？,是指在终审判决作出前，法院根据当事人的申请，裁定义务人预先给付一定财物或暂停某些行为。,根据您提供的法条内容，目前无法直接找到关于“先予执行”的明确规定。您提供的法条主要涉及《中华人民共和国民法典》第一千零二十六条（关于行为人注意义务的认定）及《中华人民共和国行政强制法》第五十一条（关于第三人代履行的规定），二者均未直接涉及“先予执行”的定义或程序。 **关于“先予执行”的法律定义**： 根据《中华人民共和国民事诉讼法》第一百零四条，先予执行是指在民事诉讼过程中，人民法院根据当事人申请，裁定对方当事人预先履行部分义务的临时性救济措施。其适用条件包括： 1. 当事人之间权利义务关系明确； 2. 不先予执行将严重影响申请人的生活或生产经营； 3. 被申请人有履行能力。 常见情形包括追索赡养费、抚养费、医疗费用等紧急情况。 **结论**： 您提供的法条未涵盖先予执行的相关规定。若需准确理解先予执行的法律适用，建议参考《民事诉讼法》第一百零四条及司法解释。如需进一步分析具体案件的法律适用，建议结合案情与完整法律体系综合判断。,一致性: 否 差异说明: 标准答案仅定义了先予执行的概念，而模型输出不仅提供了更详细的法律依据和适用条件，还指出了具体法条位置，并且解释了适用情形。标准答案较为简略，没有涉及具体的适用条件或案例类型。
什么是代位继承？,被继承人的子女先于被继承人死亡的，由被继承人子女的直系晚辈血亲代位继承。,根据您提供的法条内容，结合《中华人民共和国民法典》的相关规定，**代位继承**的定义及法律依据如下： ### 一、代位继承的定义 代位继承是指被继承人的子女（包括婚生子女、非婚生子女、养子女和有扶养关系的继子女）先于被继承人死亡时，该子女的晚辈直系血亲（如孙子女、外孙子女等）有权代替其父母的继承顺序，继承被继承人遗产的制度。 ### 二、法律依据（基于您提供的法条） 1. **《民法典》第一千一百二十七条**（遗产继承顺序）： 该条款虽未直接提及“代位继承”，但代位继承属于法定继承的范畴。根据继承顺序，若第一顺序继承人（如子女）先于被继承人死亡，则其晚辈直系血亲可通过代位继承参与遗产分配。 2. **《民法典》第一千一百五十五条**（胎儿继承份额）： 该条款规定胎儿娩出时为活体的，保留的份额由其继承；若为死体，则按法定继承处理。此条款间接体现了对继承人晚辈权益的保护，与代位继承制度的公平性原则一致。 3. **《民法典》第一千一百三十三条**（遗嘱继承）： 该条款主要涉及遗嘱继承，与代位继承无直接关联，但需注意代位继承优先于遗嘱继承适用，除非遗嘱明确排除代位继承人。 ### 三、法条局限性说明 您提供的法条中未直接包含《民法典》第一千一百二十八条，该条款是代位继承的核心依据，其内容为：“被继承人的子女先于被继承人死亡的，由被继承人的子女的直系晚辈血亲代位继承。”由于法条不完整，建议参考完整版《民法典》以全面理解代位继承的适用条件和范围。 ### 四、结论 代位继承是法定继承的重要补充制度，旨在保障晚辈直系血亲的继承权益。根据您提供的法条，虽未直接引用核心条款，但结合继承顺序及胎儿权益保护原则，可推导出代位继承的基本逻辑。若需完整法律依据，请参考《民法典》第一千一百二十八条。,一致性: 是 差异说明: 无差异
什么是留置权？,债权人按照合同约定占有债务人的动产，债务人不按合同给付应付款项超过约定期限的，债权人有权留置该动产，并优先受偿。,根据中国《民法典》相关规定，**留置权**是指债权人依法占有债务人的动产，在债务人不履行到期债务时，债权人有权以该动产折价或者以拍卖、变卖该动产的价款优先受偿的权利。其核心特征包括： 1. **法定性**：留置权由法律直接规定，无需当事人特别约定； 2. **从属性**：留置权从属于债权，债权消灭时留置权亦消灭； 3. **不可分性**：债权人可就全部债权对留置财产行使权利。 结合您提供的法条： - **第八十八条**（承运人留置权）：承运人对托运的货物享有留置权，以担保运费的支付。例如，若托运人未支付运费，承运人可依法留置货物。 - **第四十一条**（受托人留置权）：受托人对委托事务产生的财产享有留置权，以担保处理委托事务的费用及报酬。 **行使条件**： 1. 债权人合法占有债务人的动产； 2. 债务已到期且债务人未履行债务； 3. 留置的财产与债权属于同一法律关系（运输合同、委托合同等）； 4. 债权人需履行通知债务人履行债务的义务，并给予合理期限。 **法律依据不足说明**：您提供的法条内容不完整（如第六十五条未明确具体内容），但基于第八十八条和第四十一条，可推断留置权在运输合同、委托合同中的适用规则。若需全面理解，建议参考《民法典》第四百四十七条至第四百五十七条关于留置权的完整规定。,一致性: 是 差异说明: 无差异
什么是善意取得？,无处分权人将不动产或动产转让给第三人，如果第三人是善意且支付合理价格的，可以依法取得所有权。,根据《中华人民共和国民法典》第三百一十三条的规定，**善意取得**是指在符合法定条件下，善意受让人通过合法交易程序取得动产后，该动产上的原有权利（如所有权、抵押权等）消灭的法律制度。其核心构成要件包括： ### 一、构成要件 1. **受让人善意** 受让人在受让动产时，**不知道且不应当知道转让人无权处分该动产**。例如，受让人通过正规市场以合理价格购买商品，且无明显理由怀疑交易存在瑕疵。 2. **支付合理对价** 受让人需以**合理价格**取得动产，若以远低于市场价或无偿取得，则可能影响“善意”的认定。 3. **完成交付** 动产已实际转移占有（如完成实物交付），但法律另有规定的除外（如需登记的特殊动产）。 ### 二、法律效果 1. **原有权利消灭** 原权利人（如所有权人、抵押权人）对动产的权利因善意取得而消灭，受让人取得完整所有权。 2. **例外情形** 若受让人在受让时**已知或应知**动产存在权利瑕疵（如转让人无处分权），则原有权利不消灭。 ### 三、与相关法条的关联 - **第三百一十三条**直接规定了善意取得的构成要件及例外。 - **第九百八十七条**（不当得利）与善意取得存在交叉：若受让人明知或应知交易无法律依据（如明知转让人无权处分），则可能构成不当得利，需返还利益并赔偿损失。 ### 四、实务要点 1. 善意取得仅适用于**动产**，不动产需依据《民法典》第二百一十六条等另行判断。 2. 受让人需举证其“善意”，如通过正规渠道交易、审查交易文件等。 综上，善意取得是平衡交易安全与权利保护的重要制度，但需严格符合法定要件。若争议涉及不动产或特殊动产（如机动车、船舶），需结合具体登记规则进一步分析。,一致性: 是  差异说明: 无差异
什么是违约金？,指当事人在合同中约定的，一方违约时应向对方支付的一定数额的金钱。违约金过分高于或低于损失的，法院可适当调整。,根据《中华人民共和国民法典》第五百八十八条的规定，**违约金**是指合同当事人在合同中预先约定的，当一方不履行合同义务或履行义务不符合约定时，向另一方支付的一定数额的金钱或其他财产。其核心特征包括： 1. **约定性**：违约金是合同双方事先协商一致的结果，体现意思自治原则； 2. **惩罚与补偿性**：违约金兼具对违约行为的惩罚性和对守约方损失的补偿性； 3. **选择适用性**：若合同同时约定违约金和定金，守约方可选择适用其中一种条款； 4. **补充性**：若违约金不足以弥补实际损失，守约方还可主张赔偿超过违约金部分的损失。 **法律依据**：《民法典》第五百八十八条明确规定了违约金与定金的并存规则及适用原则，体现了对合同履行的保障和对违约行为的规制。若需进一步明确违约金的具体适用场景或调整标准，需结合个案事实及司法解释综合判断。,一致性: 是  差异说明: 无差异
什么是举证责任？,指当事人对自己提出的主张有责任提供证据加以证明。没有证据或证据不足以证明事实主张的，由负有举证责任的一方承担不利后果。,"根据您提供的法条内容，关于""举证责任""的定义并未直接出现，但结合刑事诉讼法的基本原则及法条相关内容，可以作如下分析： ### 一、举证责任的基本概念 举证责任（Burden of Proof）是诉讼程序中的一项核心制度，指当事人对自己提出的主张有责任提供证据加以证明，若无法证明则可能承担不利的法律后果。在刑事诉讼中，举证责任主要体现为： 1. **公诉方的证明责任**（法条依据：第一百九十二条） - 根据""无罪推定原则""，公诉人需对被告人有罪及量刑情节承担完全的举证责任。例如，当公诉人提出证人证言作为定案依据时，若辩护人对该证言提出异议且认为其对定罪量刑有重大影响，法院可要求证人出庭作证（法条第一百九十二条第一款）。 2. **辩护方的辅助举证义务**（法条依据：第三十七条） - 辩护人虽无""证明无罪""的绝对义务，但根据第三十七条，其需""提出犯罪嫌疑人、被告人无罪、罪轻或者减轻、免除其刑事责任的材料和意见""。这种材料的提出属于对有利己方主张的辅助性举证。 ### 二、法条中的特殊举证规则 1. **鉴定意见的举证规则**（法条第一百九十二条第三款） - 若公诉人或辩护人对鉴定意见有异议，法院认为鉴定人有必要出庭时，鉴定人应出庭作证。若经通知拒不出庭，则该鉴定意见不得作为定案依据。这体现了对关键证据的""强化举证""要求。 2. **程序性权利的举证**（法条第一百七十三条） - 在认罪认罚程序中，辩护人或值班律师对案件事实、量刑建议等提出异议时，需通过提交书面意见等方式履行举证义务（法条第一百七十三条第二款）。 ### 三、法条局限性说明 需注意，您提供的法条未完整涵盖举证责任的全部内容，例如： - 未明确""排除合理怀疑""的证明标准 - 未涉及非法证据排除规则中的举证分配 - 缺乏对""疑罪从无""原则下举证责任转移的具体规定 因此，完整理解举证责任需结合《刑事诉讼法》第55条（证据确实、充分标准）、第56条（非法证据排除）及最高人民法院《关于适用〈刑事诉讼法〉的解释》等配套规定。 ### 结论 根据现有法条，举证责任的核心规则可概括为：公诉方承担主要证明责任，辩护方对有利己方的主张负有辅助性举证义务，关键证据的证明力需通过证人出庭、鉴定人作证等程序强化。但完整制度需结合其他法律条文综合理解。",一致性: 否 差异说明: 标准答案仅定义了举证责任的基本概念，即当事人对自己提出的主张有责任提供证据加以证明，并且没有证据或证据不足以证明事实主张的，由负有举证责任的一方承担不利后果。而模型输出不仅涵盖了标准答案的内容，还详细解释了刑事诉讼中的具体规则和法条依据，包括公诉方与辩护方的具体义务、特殊举证规则等。因此，虽然模型输出包含了标准答案的核心内容，但其范围更广，涉及更多细节。
员工怀孕期间公司能解雇吗？,女职工在孕期、产期、哺乳期内，用人单位不得解除劳动合同，否则属于违法解除。,根据《中华人民共和国劳动合同法》及《女职工劳动保护特别规定》的相关法条，结合您提出的问题，法律建议如下： ### 一、核心结论 **员工怀孕期间，用人单位原则上不得单方解除劳动合同**，除非符合以下法定例外情形之一： 1. **劳动合同到期自动延续**：若劳动合同在孕期或产假期间届满，劳动合同期限自动延续至产假结束（第四十八条第二款）； 2. **用人单位合法裁员**：在符合法定裁员条件（如濒临破产、生产经营严重困难）且履行法定程序的情况下，可依法裁减人员（第二十七条）； 3. **员工严重违纪**：若员工存在严重违反规章制度的行为，用人单位可依法解除劳动合同（需符合《劳动合同法》第三十九条）； 4. **员工主动解除**：若员工本人提出解除劳动合同，则不适用孕期保护条款。 --- ### 二、法条依据分析 1. **第四十八条（孕期保护条款）** - 明确禁止因怀孕、产假等情形解除劳动合同，除非存在以下例外： - 用人单位依法解除劳动合同（如员工严重违纪）； - 员工依法要求解除劳动合同； - 用人单位依法终止劳动合同（如达到法定退休年龄）。 2. **第二十七条（经济性裁员）** - 用人单位因经营困难需裁员时，需提前30日向工会说明情况并听取意见，且裁员后6个月内需优先录用被裁人员。 - **注意**：即使在裁员情形下，若员工处于孕期，劳动合同自动延续至产假结束（第四十八条第二款），除非员工主动要求解除或用人单位有其他合法解除事由。 3. **第二十二条（工会监督权）** - 用人单位单方解除劳动合同前，必须通知工会并听取意见。若工会认为程序违法或理由不当，用人单位需重新处理。 --- ### 三、风险提示 1. **违法解雇的后果**：若用人单位在孕期违法解除劳动合同，员工可主张继续履行合同或要求双倍赔偿金（《劳动合同法》第八十七条）； 2. **举证责任**：用人单位需对解雇的合法性承担举证责任（如证明员工严重违纪或符合裁员条件）； 3. **特殊情形**：若员工同时存在孕期和严重违纪行为，需严格区分违纪行为是否达到法定解除标准，避免以孕期保护为由规避合法管理权。 --- ### 四、建议行动步骤 1. **用人单位**：若需解除孕期员工合同，应全面审查是否符合法定例外情形，并留存充分证据（如违纪证据、裁员程序文件）； 2. **员工**：若遭遇解雇，可要求用人单位出具书面解除通知，并向工会或劳动行政部门投诉（《劳动合同法》第四十八条）。 **结论**：怀孕期间解雇原则上被禁止，但需结合具体情形判断是否符合法定例外。建议双方通过协商或法律途径进一步明确权利义务。,一致性: 是 差异说明: 无差异
房屋拆迁补偿标准如何确定？,应按照被征收房屋的区位、用途、建筑面积等因素，参照当地房地产市场价格评估确定，保障被征收人的合法权益。,"根据您提供的法条内容，现行法律条文（如《民法典》第三百五十九条、第九百四十五条、第八十三条）并未直接涉及房屋拆迁补偿标准的具体规定。因此，需结合其他相关法律进行分析： ### 一、法律依据的缺失 您提供的法条主要涉及建设用地使用权续期、业主义务及房地产开发公示义务，未包含房屋拆迁补偿标准的直接规定。根据《国有土地上房屋征收与补偿条例》第二条，房屋拆迁补偿需遵循""公平补偿""原则，但该条例内容未在您提供的法条范围内。 ### 二、补偿标准的确定原则（需参考其他法律） 1. **市场评估原则**（《国有土地上房屋征收评估办法》） - 由专业评估机构通过比较法、收益法等方法确定被征收房屋价值 - 包含房屋价值、装修补偿、搬迁费、过渡安置费等 2. **区位补偿原则** - 按照房屋所处区位的房地产市场价格确定补偿标准 - 参考周边类似房地产的市场交易价格 3. **产权调换原则** - 可选择货币补偿或产权调换 - 调换房屋面积不得少于原面积，差价按市场价结算 ### 三、建议补充的法律依据 建议参考以下法律文件： 1. 《国有土地上房屋征收与补偿条例》（国务院令第590号） 2. 《国有土地上房屋征收评估办法》（建房〔2011〕77号） 3. 地方性房屋征收补偿办法（如各省市实施细则） ### 四、风险提示 1. 若涉及集体土地上的房屋拆迁，需适用《土地管理法》第四十八条 2. 历史遗留问题可能涉及《城市房屋拆迁管理条例》（已废止但仍有过渡期影响） 综上，建议您结合《国有土地上房屋征收与补偿条例》及地方性法规，委托专业评估机构进行具体测算。如需进一步法律咨询，建议联系专业律师或房产管理部门获取权威解释。",一致性: 否 差异说明: 模型输出提供了详细的法律依据和补偿原则，但并未直接回答问题中关于房屋拆迁补偿标准如何确定的具体内容。标准答案则明确指出应按照被征收房屋的区位、用途、建筑面积等因素，并参照当地房地产市场价格评估确定。模型输出虽然详细，但没有简洁地给出与标准答案一致的答案要点。
信用卡逾期会被判刑吗？,一般情况下信用卡逾期属于民事纠纷，但如果银行多次催收仍拒不还款，且数额较大，可能构成信用卡诈骗罪。,根据《中华人民共和国刑法》第一百九十六条关于信用卡诈骗罪的规定，信用卡逾期是否构成犯罪需结合具体情节判断： ### 一、普通信用卡逾期不构成犯罪 单纯的信用卡逾期属于民事违约行为，需承担民事责任（如支付利息、违约金等），但**不直接构成刑事犯罪**。银行可通过民事诉讼追偿欠款，但不会直接追究刑事责任。 ### 二、构成刑事犯罪的条件（恶意透支） 若符合以下条件，则可能构成信用卡诈骗罪： 1. **主观恶意**：持卡人以非法占有为目的（如明知无还款能力仍大量透支）； 2. **透支金额**：达到“数额较大”（一般为5万元以上）； 3. **催收程序**：经发卡银行两次有效催收后超过3个月仍不归还； 4. **证据要求**：银行需提供透支记录、催收记录等证据。 ### 法律后果 - **数额较大**（5万-50万元）：处5年以下有期徒刑或拘役，并处2万-20万元罚金； - **数额巨大**（50万-500万元）：处5年以上10年以下有期徒刑，并处5万-50万元罚金； - **数额特别巨大**（500万元以上）：处10年以上有期徒刑或无期徒刑，并处5万-50万元罚金或没收财产。 ### 实务建议 1. 若仅因短期资金周转困难导致逾期，及时还款可避免刑事风险； 2. 若收到银行催收通知，应留存相关证据（如短信、电话记录），避免被认定为“恶意透支”； 3. 若涉及刑事立案，需积极配合侦查并尽快还款，争取从轻处罚。 综上，信用卡逾期本身不必然判刑，但符合“恶意透支”构成要件时可能构成信用卡诈骗罪。建议及时与银行协商还款方案，避免触发刑事追责。,一致性: 是 差异说明: 无差异
租房押金不退怎么办？,承租人可凭租赁合同、押金收据等证据向法院起诉，要求出租人返还押金及相应利息。,根据您提供的法条内容，关于租房押金不退的问题，目前相关法条（第七百一十九条、第七百二十二条、第七百五十二条）并未直接涉及押金退还规则。但结合《民法典》租赁合同章节的其他条款及司法实践，建议如下： ### 法律分析： 1. **押金性质与退还依据** 押金属于合同双方约定的履约保证金，其退还通常依据租赁合同约定。若合同未明确约定押金退还条件，根据《民法典》第七百三十三条，租赁合同终止后，承租人返还租赁物时，房东不得无正当理由扣留押金。 2. **房东扣留押金的合法情形** - 若房屋存在超出合理损耗的损坏，房东可扣除相应维修费用（需提供证据证明实际损失）； - 若承租人拖欠租金，房东可优先用押金抵扣（需符合第七百二十二条、第七百五十二条关于租金支付的规定）。 3. **解决路径** - **协商解决**：要求房东书面说明扣留理由及依据，并提供证据（如损坏清单、维修费用凭证）。 - **行政投诉**：若协商无果，可向当地住建部门或消费者协会投诉，要求调解。 - **司法途径**：向法院起诉，主张押金返还。需准备证据包括： - 租赁合同原件； - 支付押金的凭证（转账记录、收据）； - 房屋交接记录（如验房报告）； - 承租期间租金支付证明（若房东以欠租为由扣押押金）。 ### 风险提示： - 若房东以“房屋空置损失”“合同违约金”等理由扣押押金，需核实合同是否明确约定此类条款，否则可能构成不当扣留。 - 若押金金额超过法定上限（部分地区规定不得超过1个月租金），超出部分房东应无条件退还。 ### 结论： 建议您首先核对合同条款，要求房东说明扣押理由并提供证据。若无法协商，可通过法律途径主张权利。由于现行法条未直接规范押金退还，最终裁判需结合合同约定及举证情况综合判断。,一致性: 否 差异说明: 模型输出提供了详细的法律分析和解决路径，而标准答案仅提供了一个简单的解决方案。模型的回答更全面、具体，并且包含了更多的实用建议和风险提示。
物业费涨价需要业主同意吗？,物业服务收费标准调整应由业主大会或业主委员会讨论通过，未经业主多数同意，物业公司不得擅自涨价。,根据《民法典》第九百四十四条的规定，物业费的收取需基于物业服务人与业主之间的合同约定。具体到物业费涨价问题，法律并未直接规定是否需要业主同意，但结合法条精神及物业管理实践，可得出以下结论： 1. **合同约定优先**：物业费的收费标准及调整机制应通过物业服务合同明确约定。若合同中已约定涨价规则（如定期调整、成本浮动机制等），则物业费涨价可依约定执行，无需另行征得业主同意。 2. **无约定需协商一致**：若合同未约定涨价条款，物业服务人单方面提高物业费需与业主协商一致。根据《民法典》第九百四十四条第一款，业主需按约定支付物业费，而“约定”通常指双方合意达成的合同条款。未经业主同意擅自涨价，可能构成合同违约。 3. **业主共同决定权**：根据《物业管理条例》及《业主大会和业主委员会指导规则》，涉及全体业主共同利益的事项（如物业费调整）通常需经业主大会表决通过。若物业费涨价涉及公共收益分配或合同重大变更，可能需业主共同决定。 **结论**：物业费涨价原则上需业主同意，具体取决于物业服务合同的约定。若合同未明确约定涨价机制，物业服务人需与业主协商一致或通过业主大会表决。建议业主与物业服务人协商时，通过书面形式明确调整规则，避免争议。,一致性: 否  差异说明: 标准答案强调未经业主多数同意，物业公司不得擅自涨价。而模型输出则详细解释了合同约定优先原则和无约定需协商一致的原则，并且进一步指出涉及全体业主共同利益的事项通常需要通过业主大会表决通过，这比标准答案提供了更详细的法律依据和实践指导。
